Food Name,Category,Calories (per 100g),Carbs (g),Fiber (g),Protein (g),Fat (g),GI Score,Diabetic-friendly (Yes/No),Common Dishes
Chicken Breast (Murgir Chaati),Poultry,48,9.5,6.9,25.5,15.2,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,518,0.6,0.9,15.0,24.7,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,141,5.0,12.4,17.1,25.0,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,275,8.9,6.3,9.1,41.1,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,520,53.9,8.5,31.9,12.2,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,176,31.5,1.0,36.5,21.0,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,488,21.0,2.9,18.4,10.6,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,416,46.0,3.3,28.3,2.2,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,487,59.9,4.6,36.1,35.0,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,84,23.9,6.2,3.0,38.6,Medium,No,Chicken dish
Turkey,Poultry,135,57.2,5.0,28.8,26.4,Medium,No,Turkey dish
Turkey,Poultry,254,57.2,6.8,20.1,32.6,Low,Yes,Turkey dish
Turkey,Poultry,65,64.3,7.8,19.9,3.2,High,No,Turkey dish
Turkey,Poultry,59,16.1,3.4,34.4,30.6,Medium,No,Turkey dish
Turkey,Poultry,592,52.3,14.8,36.6,30.0,Low,Yes,Turkey dish
Turkey,Poultry,510,5.7,0.8,34.6,18.6,Medium,No,Turkey dish
Turkey,Poultry,306,57.6,4.4,21.2,31.5,Medium,No,Turkey dish
Turkey,Poultry,336,47.1,8.3,7.6,13.3,Medium,No,Turkey dish
Turkey,Poultry,411,39.8,14.5,26.0,8.5,Low,Yes,Turkey dish
Turkey,Poultry,127,26.4,9.0,3.8,24.7,Medium,No,Turkey dish
Turkey,Poultry,592,44.5,9.7,36.0,11.9,High,No,Turkey dish
Turkey,Poultry,508,43.4,3.9,21.7,25.1,High,No,Turkey dish
Turkey,Poultry,168,37.1,5.4,8.2,4.0,Medium,No,Turkey dish
Turkey,Poultry,96,35.1,4.3,5.7,13.5,Low,Yes,Turkey dish
Turkey,Poultry,181,6.6,7.6,39.8,21.2,Medium,No,Turkey dish
Turkey,Poultry,64,49.6,6.2,2.5,23.5,Low,Yes,Turkey dish
Turkey,Poultry,348,62.1,7.8,7.6,10.8,Low,Yes,Turkey dish
Turkey,Poultry,407,63.3,2.5,24.8,7.0,High,No,Turkey dish
Turkey,Poultry,56,5.0,11.7,1.4,15.6,Low,Yes,Turkey dish
Turkey,Poultry,287,27.9,10.9,7.1,2.0,Low,Yes,Turkey dish
Turkey,Poultry,404,57.2,13.5,25.3,7.5,Low,Yes,Turkey dish
Turkey,Poultry,309,45.2,0.7,20.6,37.1,Low,Yes,Turkey dish
Turkey,Poultry,540,34.8,6.5,8.1,49.6,Low,Yes,Turkey dish
Turkey,Poultry,73,17.5,6.6,39.7,19.5,Medium,No,Turkey dish
Turkey,Poultry,313,51.4,5.9,11.3,44.1,Medium,No,Turkey dish
Turkey,Poultry,438,53.9,7.8,6.5,34.1,Low,Yes,Turkey dish
Turkey,Poultry,283,56.1,12.7,38.8,20.6,Medium,No,Turkey dish
Turkey,Poultry,474,51.8,13.5,2.8,11.3,Low,Yes,Turkey dish
Turkey,Poultry,213,58.0,6.8,22.6,49.0,Low,Yes,Turkey dish
Turkey,Poultry,542,59.6,2.6,35.3,33.4,High,No,Turkey dish
Turkey,Poultry,334,65.0,4.0,4.7,21.6,High,No,Turkey dish
Turkey,Poultry,234,16.6,10.0,1.2,14.1,Medium,No,Turkey dish
Turkey,Poultry,561,35.0,3.9,30.2,6.2,Low,Yes,Turkey dish
Turkey,Poultry,170,44.4,11.7,14.6,6.7,Medium,No,Turkey dish
Turkey,Poultry,565,51.1,1.6,1.0,6.8,Medium,No,Turkey dish
Turkey,Poultry,25,36.9,7.5,15.0,27.8,High,No,Turkey dish
Turkey,Poultry,424,37.5,7.1,11.1,25.4,Medium,No,Turkey dish
Turkey,Poultry,361,33.0,6.4,34.7,32.7,Low,Yes,Turkey dish
Turkey,Poultry,323,47.0,4.6,2.5,2.4,Low,Yes,Turkey dish
Turkey,Poultry,444,18.4,14.8,14.0,29.0,Low,Yes,Turkey dish
Turkey,Poultry,337,1.9,14.3,33.3,21.2,Low,Yes,Turkey dish
Turkey,Poultry,582,4.9,12.6,26.9,5.5,High,No,Turkey dish
Turkey,Poultry,43,30.7,3.3,16.5,22.0,Medium,No,Turkey dish
Turkey,Poultry,370,68.6,1.2,23.2,4.8,Medium,No,Turkey dish
Turkey,Poultry,108,17.9,14.7,4.9,0.5,High,No,Turkey dish
Turkey,Poultry,491,60.7,8.6,34.2,49.5,Medium,No,Turkey dish
Turkey,Poultry,167,15.4,8.9,3.5,16.4,Low,Yes,Turkey dish
Turkey,Poultry,259,31.0,4.7,15.4,7.0,Low,Yes,Turkey dish
Turkey,Poultry,450,68.8,11.7,38.3,35.4,High,No,Turkey dish
Turkey,Poultry,545,66.1,8.4,3.9,45.7,Medium,No,Turkey dish
Duck,Poultry,452,38.8,3.4,22.1,41.1,High,No,Duck dish
Duck,Poultry,473,37.7,8.9,39.7,28.6,High,No,Duck dish
Duck,Poultry,494,32.2,4.8,4.0,45.1,High,No,Duck dish
Duck,Poultry,264,15.7,7.3,17.6,13.9,Medium,No,Duck dish
Duck,Poultry,43,13.9,10.2,32.0,19.6,Medium,No,Duck dish
Duck,Poultry,60,33.4,11.5,30.7,47.3,Medium,No,Duck dish
Duck,Poultry,190,32.4,13.8,31.8,45.3,Low,Yes,Duck dish
Duck,Poultry,329,57.2,6.8,12.9,49.8,Medium,No,Duck dish
Duck,Poultry,335,1.4,3.3,20.0,5.1,High,No,Duck dish
Duck,Poultry,384,68.1,1.9,8.5,16.9,High,No,Duck dish
Duck,Poultry,533,9.2,11.4,4.2,4.2,Medium,No,Duck dish
Duck,Poultry,167,18.9,7.6,39.7,27.2,Medium,No,Duck dish
Duck,Poultry,479,24.6,10.2,6.9,31.9,Medium,No,Duck dish
Duck,Poultry,583,14.7,11.6,19.3,25.3,Medium,No,Duck dish
Duck,Poultry,435,16.3,12.2,14.6,7.6,Medium,No,Duck dish
Duck,Poultry,568,0.5,12.1,15.5,28.3,Medium,No,Duck dish
Duck,Poultry,436,36.6,2.6,11.2,1.8,High,No,Duck dish
Duck,Poultry,126,4.2,6.6,31.2,31.8,Medium,No,Duck dish
Duck,Poultry,143,47.2,6.4,21.7,10.8,Low,Yes,Duck dish
Duck,Poultry,526,50.7,6.1,30.0,46.2,High,No,Duck dish
Duck,Poultry,145,59.0,12.8,19.9,0.7,Low,Yes,Duck dish
Duck,Poultry,227,38.5,9.7,19.3,26.8,High,No,Duck dish
Duck,Poultry,290,29.2,1.9,15.3,43.2,Medium,No,Duck dish
Duck,Poultry,138,17.9,8.3,7.7,24.1,Low,Yes,Duck dish
Duck,Poultry,65,66.4,3.5,9.0,28.6,Low,Yes,Duck dish
Duck,Poultry,403,21.4,7.7,11.6,37.1,High,No,Duck dish
Duck,Poultry,234,61.6,12.3,5.3,21.4,Low,Yes,Duck dish
Duck,Poultry,414,66.1,8.3,28.3,4.1,Low,Yes,Duck dish
Duck,Poultry,531,47.4,0.3,28.0,46.2,High,No,Duck dish
Duck,Poultry,245,20.1,6.8,29.3,27.8,High,No,Duck dish
Duck,Poultry,37,52.2,5.1,17.7,19.7,Low,Yes,Duck dish
Duck,Poultry,511,17.6,13.2,19.7,43.6,Low,Yes,Duck dish
Duck,Poultry,211,64.3,3.4,8.5,22.5,Medium,No,Duck dish
Duck,Poultry,174,53.3,7.8,10.1,16.9,Low,Yes,Duck dish
Duck,Poultry,13,13.2,11.6,12.1,1.7,Medium,No,Duck dish
Duck,Poultry,47,18.3,6.3,21.5,14.8,High,No,Duck dish
Duck,Poultry,583,3.2,12.2,22.4,26.1,High,No,Duck dish
Duck,Poultry,444,24.8,7.8,20.3,13.6,Low,Yes,Duck dish
Duck,Poultry,543,53.6,3.1,39.2,11.3,Medium,No,Duck dish
Duck,Poultry,429,57.8,6.1,31.8,9.7,Low,Yes,Duck dish
Duck,Poultry,458,26.9,3.3,6.4,41.1,High,No,Duck dish
Duck,Poultry,405,58.7,8.9,31.4,39.8,Low,Yes,Duck dish
Duck,Poultry,140,66.9,2.0,7.1,35.5,Low,Yes,Duck dish
Duck,Poultry,260,28.2,9.1,26.6,5.8,Low,Yes,Duck dish
Duck,Poultry,524,62.8,6.6,20.0,14.3,High,No,Duck dish
Duck,Poultry,246,34.5,9.5,20.5,24.1,Low,Yes,Duck dish
Duck,Poultry,522,47.1,10.6,2.2,0.7,Medium,No,Duck dish
Duck,Poultry,314,19.6,7.4,26.8,41.4,High,No,Duck dish
Duck,Poultry,264,64.9,7.6,15.2,14.9,High,No,Duck dish
Duck,Poultry,118,24.4,6.5,18.4,35.2,High,No,Duck dish
Quail,Poultry,593,59.8,12.2,31.1,37.1,High,No,Quail dish
Quail,Poultry,186,35.8,10.3,0.8,8.9,Low,Yes,Quail dish
Quail,Poultry,213,17.7,2.1,31.9,16.8,Low,Yes,Quail dish
Quail,Poultry,467,22.1,5.0,27.8,46.3,High,No,Quail dish
Quail,Poultry,170,14.2,4.9,23.2,27.0,Medium,No,Quail dish
Quail,Poultry,12,17.5,1.3,9.9,46.6,High,No,Quail dish
Quail,Poultry,182,52.3,7.7,6.2,16.5,Medium,No,Quail dish
Quail,Poultry,419,41.0,8.6,2.3,17.8,Medium,No,Quail dish
Quail,Poultry,364,17.4,3.8,24.1,12.8,Low,Yes,Quail dish
Quail,Poultry,356,61.7,10.4,9.5,5.2,Medium,No,Quail dish
Quail,Poultry,205,36.1,2.9,12.0,49.2,High,No,Quail dish
Quail,Poultry,600,2.5,3.4,38.7,34.1,Medium,No,Quail dish
Quail,Poultry,173,1.2,3.7,21.6,23.8,High,No,Quail dish
Quail,Poultry,414,56.2,11.9,33.9,6.3,Medium,No,Quail dish
Quail,Poultry,83,26.1,11.5,25.6,21.0,Medium,No,Quail dish
Quail,Poultry,524,24.4,10.8,10.6,49.1,Medium,No,Quail dish
Quail,Poultry,151,28.6,14.4,9.8,10.0,Low,Yes,Quail dish
Quail,Poultry,146,11.2,1.4,2.9,38.9,High,No,Quail dish
Quail,Poultry,474,37.4,6.0,4.5,29.6,Low,Yes,Quail dish
Quail,Poultry,363,6.7,14.0,18.8,36.0,High,No,Quail dish
Quail,Poultry,555,44.6,6.4,20.1,25.3,Medium,No,Quail dish
Quail,Poultry,501,38.1,1.1,26.6,12.4,Medium,No,Quail dish
Quail,Poultry,421,16.2,14.0,8.6,43.0,High,No,Quail dish
Quail,Poultry,386,49.2,4.3,27.7,3.5,Low,Yes,Quail dish
Quail,Poultry,88,65.2,8.6,2.4,43.1,High,No,Quail dish
Quail,Poultry,295,64.0,4.2,24.4,2.4,Low,Yes,Quail dish
Quail,Poultry,558,8.9,2.6,9.9,45.1,High,No,Quail dish
Quail,Poultry,557,3.5,10.4,5.9,39.7,Medium,No,Quail dish
Quail,Poultry,580,23.5,11.4,8.3,9.2,High,No,Quail dish
Quail,Poultry,298,3.1,15.0,27.9,27.2,High,No,Quail dish
Quail,Poultry,561,15.0,8.0,34.2,37.5,High,No,Quail dish
Quail,Poultry,170,1.0,9.2,23.8,44.0,Low,Yes,Quail dish
Quail,Poultry,345,58.9,5.1,35.6,22.4,High,No,Quail dish
Quail,Poultry,289,20.3,4.7,35.6,5.0,Low,Yes,Quail dish
Quail,Poultry,52,29.6,5.4,38.4,22.1,Low,Yes,Quail dish
Quail,Poultry,488,12.3,1.1,5.0,49.1,Medium,No,Quail dish
Quail,Poultry,144,24.6,2.4,24.1,40.1,Low,Yes,Quail dish
Quail,Poultry,405,65.8,12.5,22.8,9.4,Medium,No,Quail dish
Quail,Poultry,111,4.1,9.1,0.7,36.8,High,No,Quail dish
Quail,Poultry,583,55.5,6.8,3.4,12.0,Medium,No,Quail dish
Quail,Poultry,495,9.9,10.6,38.9,30.3,Low,Yes,Quail dish
Quail,Poultry,423,52.2,13.2,18.3,36.2,High,No,Quail dish
Quail,Poultry,230,29.6,12.8,36.3,5.2,Medium,No,Quail dish
Quail,Poultry,372,7.3,14.8,1.2,14.6,Low,Yes,Quail dish
Quail,Poultry,340,24.6,1.5,37.4,26.8,Low,Yes,Quail dish
Quail,Poultry,498,13.1,4.3,38.5,25.5,Medium,No,Quail dish
Quail,Poultry,62,1.9,2.1,8.2,38.9,Medium,No,Quail dish
Quail,Poultry,393,27.6,14.8,16.8,49.1,Low,Yes,Quail dish
Quail,Poultry,167,49.5,8.3,15.1,4.5,Low,Yes,Quail dish
Quail,Poultry,311,53.0,7.2,37.5,29.3,High,No,Quail dish
Goose,Poultry,49,68.3,0.2,4.1,48.4,Medium,No,Goose dish
Goose,Poultry,123,11.8,6.4,18.8,22.9,High,No,Goose dish
Goose,Poultry,450,50.9,10.2,8.6,8.4,High,No,Goose dish
Goose,Poultry,575,58.5,11.4,8.7,25.9,Medium,No,Goose dish
Goose,Poultry,366,38.0,10.9,30.7,17.5,Low,Yes,Goose dish
Goose,Poultry,11,55.5,10.1,7.1,0.5,Low,Yes,Goose dish
Goose,Poultry,399,67.0,5.0,28.7,0.5,High,No,Goose dish
Goose,Poultry,376,39.7,3.6,5.9,41.6,High,No,Goose dish
Goose,Poultry,45,49.2,14.8,36.2,11.5,Low,Yes,Goose dish
Goose,Poultry,373,40.3,7.6,30.9,2.3,Low,Yes,Goose dish
Goose,Poultry,51,44.9,14.9,5.3,16.1,Low,Yes,Goose dish
Goose,Poultry,320,35.0,5.4,30.8,6.8,Medium,No,Goose dish
Goose,Poultry,62,44.3,3.0,34.9,31.9,Low,Yes,Goose dish
Goose,Poultry,46,68.8,10.5,8.5,14.1,Medium,No,Goose dish
Goose,Poultry,335,28.1,8.3,23.1,21.9,High,No,Goose dish
Goose,Poultry,213,5.8,13.6,19.1,39.2,High,No,Goose dish
Goose,Poultry,381,25.7,14.4,35.7,11.5,Low,Yes,Goose dish
Goose,Poultry,314,53.9,10.0,26.9,25.4,Low,Yes,Goose dish
Goose,Poultry,481,39.9,7.2,39.4,16.8,Low,Yes,Goose dish
Goose,Poultry,493,17.5,4.9,24.8,5.2,Low,Yes,Goose dish
Goose,Poultry,285,4.8,8.9,13.3,44.4,Medium,No,Goose dish
Goose,Poultry,200,14.0,13.2,17.8,3.7,Low,Yes,Goose dish
Goose,Poultry,567,64.4,12.1,5.6,27.3,Medium,No,Goose dish
Goose,Poultry,155,63.7,4.2,15.8,41.4,High,No,Goose dish
Goose,Poultry,489,28.6,9.0,20.8,31.3,Medium,No,Goose dish
Goose,Poultry,528,20.2,3.1,15.1,38.3,High,No,Goose dish
Goose,Poultry,432,44.9,7.5,34.2,1.1,High,No,Goose dish
Goose,Poultry,514,69.1,5.4,19.4,48.6,Low,Yes,Goose dish
Goose,Poultry,121,48.3,6.1,35.1,5.6,Low,Yes,Goose dish
Goose,Poultry,413,34.2,11.1,23.8,7.0,Medium,No,Goose dish
Goose,Poultry,255,46.0,3.1,35.6,31.5,Low,Yes,Goose dish
Goose,Poultry,68,38.7,13.1,34.0,16.0,High,No,Goose dish
Goose,Poultry,330,26.9,1.7,4.4,49.5,High,No,Goose dish
Goose,Poultry,280,61.6,7.4,1.2,17.5,Low,Yes,Goose dish
Goose,Poultry,290,17.8,9.1,18.5,47.1,Low,Yes,Goose dish
Goose,Poultry,51,40.9,5.9,26.7,24.4,High,No,Goose dish
Goose,Poultry,142,54.9,11.6,9.7,43.1,High,No,Goose dish
Goose,Poultry,20,68.7,12.3,10.2,45.1,Low,Yes,Goose dish
Goose,Poultry,274,19.7,3.9,9.8,40.7,Medium,No,Goose dish
Goose,Poultry,499,51.4,6.3,29.6,47.0,High,No,Goose dish
Goose,Poultry,182,22.7,1.9,2.0,14.5,High,No,Goose dish
Goose,Poultry,450,32.8,5.8,35.8,12.3,High,No,Goose dish
Goose,Poultry,46,47.6,10.9,39.1,18.0,Low,Yes,Goose dish
Goose,Poultry,173,59.7,10.7,37.6,16.4,Medium,No,Goose dish
Goose,Poultry,486,16.1,6.3,24.4,48.6,Medium,No,Goose dish
Goose,Poultry,342,57.9,13.1,13.8,39.0,Low,Yes,Goose dish
Goose,Poultry,575,21.8,10.8,39.1,29.1,Low,Yes,Goose dish
Goose,Poultry,536,46.4,5.4,20.8,10.5,Low,Yes,Goose dish
Goose,Poultry,345,56.7,11.0,2.8,37.7,High,No,Goose dish
Goose,Poultry,64,38.1,3.6,18.7,31.7,High,No,Goose dish
Chicken Thigh,Poultry,491,61.6,4.6,27.4,19.9,Medium,No,Chicken dish
Chicken Thigh,Poultry,457,19.5,3.6,8.0,16.8,Low,Yes,Chicken dish
Chicken Thigh,Poultry,563,5.3,10.3,8.8,35.0,Medium,No,Chicken dish
Chicken Thigh,Poultry,95,44.2,6.0,36.7,17.1,High,No,Chicken dish
Chicken Thigh,Poultry,55,5.6,14.3,28.5,38.6,Medium,No,Chicken dish
Chicken Thigh,Poultry,316,67.3,6.6,22.3,46.8,Medium,No,Chicken dish
Chicken Thigh,Poultry,116,58.4,3.4,5.4,25.4,Low,Yes,Chicken dish
Chicken Thigh,Poultry,20,22.5,9.7,31.6,36.8,Medium,No,Chicken dish
Chicken Thigh,Poultry,449,46.1,11.7,20.7,3.2,High,No,Chicken dish
Chicken Thigh,Poultry,478,6.1,4.3,17.0,4.0,Low,Yes,Chicken dish
Chicken Thigh,Poultry,246,60.1,9.9,21.8,16.7,Medium,No,Chicken dish
Chicken Thigh,Poultry,532,60.3,10.7,29.0,0.4,High,No,Chicken dish
Chicken Thigh,Poultry,75,44.2,4.6,8.9,23.2,Low,Yes,Chicken dish
Chicken Thigh,Poultry,237,37.6,2.9,23.2,11.9,Medium,No,Chicken dish
Chicken Thigh,Poultry,575,13.3,1.3,3.4,6.0,Low,Yes,Chicken dish
Chicken Thigh,Poultry,442,3.6,8.8,11.2,32.1,High,No,Chicken dish
Chicken Thigh,Poultry,485,47.5,14.6,34.6,45.2,Low,Yes,Chicken dish
Chicken Thigh,Poultry,290,26.4,14.9,5.3,16.2,Low,Yes,Chicken dish
Chicken Thigh,Poultry,321,13.4,4.8,15.4,10.3,High,No,Chicken dish
Chicken Thigh,Poultry,121,49.5,0.7,26.5,6.9,Medium,No,Chicken dish
Chicken Thigh,Poultry,588,25.5,11.9,21.1,31.8,Low,Yes,Chicken dish
Chicken Thigh,Poultry,344,55.2,12.3,33.8,34.2,Low,Yes,Chicken dish
Chicken Thigh,Poultry,529,23.2,13.1,13.9,38.5,Low,Yes,Chicken dish
Chicken Thigh,Poultry,302,45.0,4.6,16.8,30.4,Medium,No,Chicken dish
Chicken Thigh,Poultry,265,20.5,7.3,32.5,21.2,Medium,No,Chicken dish
Chicken Thigh,Poultry,490,8.8,0.2,31.9,23.4,Medium,No,Chicken dish
Chicken Thigh,Poultry,344,15.9,12.2,3.4,35.2,High,No,Chicken dish
Chicken Thigh,Poultry,101,10.4,4.6,8.2,44.1,Medium,No,Chicken dish
Chicken Thigh,Poultry,255,57.9,3.7,7.7,49.8,Low,Yes,Chicken dish
Chicken Thigh,Poultry,547,62.1,3.6,23.9,15.8,High,No,Chicken dish
Chicken Thigh,Poultry,487,56.6,8.3,14.6,4.9,Medium,No,Chicken dish
Chicken Thigh,Poultry,18,18.7,14.8,11.8,13.2,High,No,Chicken dish
Chicken Thigh,Poultry,154,56.5,8.9,14.8,5.3,Medium,No,Chicken dish
Chicken Thigh,Poultry,515,66.6,8.2,11.7,16.8,Low,Yes,Chicken dish
Chicken Thigh,Poultry,185,40.4,6.1,5.2,19.2,Low,Yes,Chicken dish
Chicken Thigh,Poultry,229,1.5,12.2,8.4,44.7,Medium,No,Chicken dish
Chicken Thigh,Poultry,53,64.8,12.1,39.3,9.6,High,No,Chicken dish
Chicken Thigh,Poultry,55,36.5,7.6,7.3,14.0,Medium,No,Chicken dish
Chicken Thigh,Poultry,85,53.4,13.8,10.8,23.2,Low,Yes,Chicken dish
Chicken Thigh,Poultry,571,35.4,4.5,9.1,22.8,Medium,No,Chicken dish
Chicken Thigh,Poultry,42,59.3,8.3,38.0,22.5,Low,Yes,Chicken dish
Chicken Thigh,Poultry,254,29.5,6.9,34.5,30.1,Low,Yes,Chicken dish
Chicken Thigh,Poultry,298,35.5,3.3,34.9,5.3,High,No,Chicken dish
Chicken Thigh,Poultry,321,35.0,4.6,22.1,17.9,Low,Yes,Chicken dish
Chicken Thigh,Poultry,440,10.0,0.2,29.3,17.9,Medium,No,Chicken dish
Chicken Thigh,Poultry,202,6.9,5.4,39.7,22.7,Medium,No,Chicken dish
Chicken Thigh,Poultry,466,4.9,11.4,21.2,12.6,Low,Yes,Chicken dish
Chicken Thigh,Poultry,150,58.3,3.9,15.7,9.0,Medium,No,Chicken dish
Chicken Thigh,Poultry,212,35.4,9.8,18.0,30.6,High,No,Chicken dish
Chicken Thigh,Poultry,20,10.8,4.0,28.9,47.0,High,No,Chicken dish
Yogurt (Doi),Dairy,258,65.2,1.7,20.5,28.0,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,33,34.5,0.9,6.8,5.8,High,No,Yogurt dish
Yogurt (Doi),Dairy,428,10.1,3.3,32.7,9.4,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,79,54.9,13.5,9.0,47.9,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,373,16.5,4.6,9.9,32.1,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,388,42.9,10.5,28.0,46.7,High,No,Yogurt dish
Yogurt (Doi),Dairy,537,61.3,3.3,35.8,43.2,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,572,8.8,1.3,39.5,19.2,High,No,Yogurt dish
Yogurt (Doi),Dairy,518,9.4,5.4,22.0,27.1,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,335,43.1,0.2,23.9,36.6,High,No,Yogurt dish
Yogurt (Doi),Dairy,11,18.8,3.3,19.9,34.4,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,411,9.2,2.5,10.1,15.0,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,98,25.9,5.7,9.6,16.0,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,49,29.2,6.8,35.1,45.8,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,315,51.3,14.4,29.7,17.5,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,479,40.6,8.6,36.5,11.7,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,560,3.9,7.4,15.4,25.7,High,No,Yogurt dish
Yogurt (Doi),Dairy,441,18.4,11.5,35.2,38.5,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,285,50.1,12.1,29.0,21.5,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,238,50.4,2.0,1.5,10.7,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,13,67.4,8.1,7.4,6.2,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,10,14.3,0.5,12.1,46.8,High,No,Yogurt dish
Yogurt (Doi),Dairy,151,32.8,7.6,35.3,19.1,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,514,33.7,4.3,17.7,29.0,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,438,31.2,8.6,25.2,8.8,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,509,57.7,9.3,9.0,13.3,High,No,Yogurt dish
Yogurt (Doi),Dairy,299,53.2,10.6,7.8,30.3,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,77,40.2,6.7,11.9,47.3,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,311,59.6,14.2,34.3,17.2,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,545,42.4,4.9,11.3,9.6,High,No,Yogurt dish
Yogurt (Doi),Dairy,102,10.4,2.6,23.0,38.9,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,102,37.7,2.1,5.6,47.0,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,414,48.0,10.5,28.2,47.8,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,535,39.2,11.5,10.5,44.0,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,559,6.4,0.4,16.0,44.9,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,165,22.7,8.6,34.4,35.2,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,110,37.5,0.2,26.9,48.9,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,39,16.8,0.3,27.5,16.6,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,72,7.7,4.9,36.9,4.3,High,No,Yogurt dish
Yogurt (Doi),Dairy,344,35.9,0.9,19.7,45.5,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,280,28.6,2.4,4.6,8.5,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,168,21.3,0.1,20.5,16.7,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,470,53.7,11.1,38.0,47.2,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,29,51.5,11.3,36.8,31.2,High,No,Yogurt dish
Yogurt (Doi),Dairy,494,29.2,11.5,3.5,1.7,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,179,60.8,12.2,11.1,47.5,Medium,No,Yogurt dish
Yogurt (Doi),Dairy,152,26.5,7.8,32.3,11.9,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,394,69.6,12.3,15.7,18.0,High,No,Yogurt dish
Yogurt (Doi),Dairy,357,43.0,6.2,16.9,13.8,Low,Yes,Yogurt dish
Yogurt (Doi),Dairy,63,62.3,9.6,15.8,10.6,High,No,Yogurt dish
Milk,Dairy,597,61.4,6.5,1.9,32.1,High,No,Milk dish
Milk,Dairy,522,25.7,1.6,34.5,26.1,Medium,No,Milk dish
Milk,Dairy,80,57.7,0.5,16.9,34.9,High,No,Milk dish
Milk,Dairy,327,7.4,3.6,38.8,35.4,Low,Yes,Milk dish
Milk,Dairy,38,18.8,9.9,10.7,44.8,Low,Yes,Milk dish
Milk,Dairy,261,22.1,10.0,5.2,29.6,Low,Yes,Milk dish
Milk,Dairy,400,21.2,6.4,2.6,24.2,Low,Yes,Milk dish
Milk,Dairy,38,41.2,1.7,26.0,45.4,High,No,Milk dish
Milk,Dairy,185,25.3,7.9,26.0,10.8,Medium,No,Milk dish
Milk,Dairy,37,59.3,9.5,34.9,27.2,Medium,No,Milk dish
Milk,Dairy,491,11.0,11.9,27.7,5.4,Low,Yes,Milk dish
Milk,Dairy,254,13.4,3.0,20.7,46.5,Medium,No,Milk dish
Milk,Dairy,542,59.3,6.0,24.8,28.7,High,No,Milk dish
Milk,Dairy,495,8.3,5.0,2.6,11.3,Medium,No,Milk dish
Milk,Dairy,217,16.6,3.2,14.7,38.4,High,No,Milk dish
Milk,Dairy,318,28.9,5.3,2.2,29.8,Medium,No,Milk dish
Milk,Dairy,176,26.3,3.3,6.8,4.3,High,No,Milk dish
Milk,Dairy,78,10.3,10.5,32.7,4.3,High,No,Milk dish
Milk,Dairy,77,29.7,12.9,23.9,0.2,High,No,Milk dish
Milk,Dairy,121,7.4,10.7,12.7,43.0,High,No,Milk dish
Milk,Dairy,276,58.1,14.0,36.0,48.0,Low,Yes,Milk dish
Milk,Dairy,65,0.5,12.8,17.0,22.8,Medium,No,Milk dish
Milk,Dairy,289,7.1,8.7,26.4,25.6,Low,Yes,Milk dish
Milk,Dairy,367,40.6,4.1,6.5,6.9,Medium,No,Milk dish
